Well,MDATE,Universal,START_TIME,WHP,WHT,OIL_per_day,GAS_per_day,WATER_per_day
B-G-1,08/01/1986,B-G-1,,,,0,0,1.35483871
B-G-1,09/01/1986,B-G-1,,,,322.5806452,0.64516129,12.03225806
B-G-1,10/01/1986,B-G-1,,,,666.6666667,0.666666667,23.5
B-G-1,11/01/1986,B-G-1,,,,645.1612903,0.967741935,157.516129
B-G-1,12/01/1986,B-G-1,,,,666.6666667,1.333333333,161.1666667
B-G-1,01/01/1987,B-G-1,,,,322.5806452,0.64516129,111.9032258
B-G-1,02/01/1987,B-G-1,,,,322.5806452,0.322580645,134.7419355
B-G-1,03/01/1987,B-G-1,,,,357.1428571,0.714285714,148.3214286
B-G-1,04/01/1987,B-G-1,,,,322.5806452,0.64516129,116.7741935
B-G-1,05/01/1987,B-G-1,,,,333.3333333,0.666666667,126.0333333
B-G-1,06/01/1987,B-G-1,,,,645.1612903,0.64516129,146.1290323
B-G-1,07/01/1987,B-G-1,,,,666.6666667,0.666666667,143.9
B-G-1,08/01/1987,B-G-1,,,,645.1612903,0.64516129,119.6129032
B-G-1,09/01/1987,B-G-1,,,,967.7419355,0.967741935,170.483871
B-G-1,10/01/1987,B-G-1,,,,1000,1,270.0666667
B-G-1,11/01/1987,B-G-1,,,,967.7419355,0.64516129,272.6129032
B-G-1,12/01/1987,B-G-1,,,,666.6666667,0.333333333,308.1333333
B-G-1,01/01/1988,B-G-1,,,,645.1612903,0.322580645,261.1612903
B-G-1,02/01/1988,B-G-1,,,,645.1612903,0.322580645,257
B-G-1,03/01/1988,B-G-1,,,,689.6551724,0.689655172,333.9310345
B-G-1,04/01/1988,B-G-1,,,,645.1612903,0.64516129,281.9032258
B-G-1,05/01/1988,B-G-1,,,,666.6666667,1,266.5
B-G-1,06/01/1988,B-G-1,,,,645.1612903,1.290322581,294.0645161
B-G-1,07/01/1988,B-G-1,,,,666.6666667,1.333333333,238.6333333
B-G-1,08/01/1988,B-G-1,,,,645.1612903,1.290322581,279.2258065
B-G-1,09/01/1988,B-G-1,,,,645.1612903,0.967741935,336.7741935
B-G-1,10/01/1988,B-G-1,,,,666.6666667,0.333333333,414.5
B-G-1,11/01/1988,B-G-1,,,,645.1612903,0.322580645,439.8709677
B-G-1,12/01/1988,B-G-1,,,,666.6666667,0.333333333,371.4666667
B-G-1,01/01/1989,B-G-1,,,,645.1612903,0.64516129,496.2903226
B-G-1,02/01/1989,B-G-1,,,,645.1612903,0.322580645,420.9677419
B-G-1,03/01/1989,B-G-1,,,,714.2857143,0.714285714,564.6785714
B-G-1,04/01/1989,B-G-1,,,,322.5806452,0.64516129,399.5483871
B-G-1,05/01/1989,B-G-1,,,,666.6666667,0.666666667,684.5666667
B-G-1,06/01/1989,B-G-1,,,,645.1612903,0.967741935,730.3548387
B-G-1,07/01/1989,B-G-1,,,,666.6666667,1.333333333,814.0333333
B-G-1,08/01/1989,B-G-1,,,,645.1612903,1.290322581,840.7096774
B-G-1,09/01/1989,B-G-1,,,,645.1612903,1.290322581,976.7419355
B-G-1,10/01/1989,B-G-1,,,,666.6666667,1.333333333,1001.1
B-G-1,11/01/1989,B-G-1,,,,322.5806452,1.612903226,876.5483871
B-G-1,12/01/1989,B-G-1,,,,666.6666667,1.333333333,857
B-G-1,01/01/1990,B-G-1,,,,645.1612903,1.290322581,797.1935484
B-G-1,02/01/1990,B-G-1,,,,322.5806452,0.967741935,771.5806452
B-G-1,03/01/1990,B-G-1,,,,714.2857143,1.071428571,925.9642857
B-G-1,04/01/1990,B-G-1,,,,322.5806452,0.967741935,822.7419355
B-G-1,05/01/1990,B-G-1,,,,333.3333333,1.333333333,946.1666667
B-G-1,06/01/1990,B-G-1,,,,322.5806452,0.64516129,819
B-G-1,07/01/1990,B-G-1,,,,333.3333333,1.333333333,887.8
B-G-1,08/01/1990,B-G-1,,,,322.5806452,1.290322581,977.6451613
B-G-1,09/01/1990,B-G-1,,,,967.7419355,1.290322581,1735.096774
B-G-1,10/01/1990,B-G-1,,,,333.3333333,1.333333333,1469.766667
B-G-1,11/01/1990,B-G-1,,,,322.5806452,0.967741935,1151.451613
B-G-1,12/01/1990,B-G-1,,,,333.3333333,1,304.5
B-G-1,01/01/1991,B-G-1,,,,322.5806452,0.967741935,680.9354839
B-G-1,02/01/1991,B-G-1,,,,322.5806452,0.967741935,1099.645161
B-G-1,03/01/1991,B-G-1,,,,357.1428571,1.428571429,1443.071429
B-G-1,04/01/1991,B-G-1,,,,322.5806452,1.935483871,1349.806452
B-G-1,05/01/1991,B-G-1,,,,333.3333333,2,1131.066667
B-G-1,06/01/1991,B-G-1,,,,322.5806452,1.612903226,835.9032258
B-G-1,07/01/1991,B-G-1,,,,333.3333333,1.666666667,1119.3
B-G-1,08/01/1991,B-G-1,,,,322.5806452,1.612903226,1314.096774
B-G-1,09/01/1991,B-G-1,,,,322.5806452,1.612903226,1342.806452
B-G-1,10/01/1991,B-G-1,,,,333.3333333,2,1435.566667
B-G-1,11/01/1991,B-G-1,,,,322.5806452,1.290322581,1242.548387
B-G-1,12/01/1991,B-G-1,,,,333.3333333,1.666666667,1173.6
B-G-1,01/01/1992,B-G-1,,,,322.5806452,1.612903226,973.6774194
B-G-1,02/01/1992,B-G-1,,,,645.1612903,1.290322581,860.1935484
B-G-1,03/01/1992,B-G-1,,,,689.6551724,1.034482759,1313.793103
B-G-1,04/01/1992,B-G-1,,,,322.5806452,0.967741935,944.5806452
B-G-1,05/01/1992,B-G-1,,,,333.3333333,1,954.1
B-G-1,06/01/1992,B-G-1,,,,645.1612903,0.967741935,1027.774194
B-G-1,07/01/1992,B-G-1,,,,666.6666667,1,1092.966667
B-G-1,08/01/1992,B-G-1,,,,645.1612903,1.290322581,1192.806452
B-G-1,09/01/1992,B-G-1,,,,645.1612903,1.290322581,1126.193548
B-G-1,10/01/1992,B-G-1,,,,666.6666667,1,1188.233333
B-G-1,11/01/1992,B-G-1,,,,645.1612903,0.967741935,1058.677419
B-G-1,12/01/1992,B-G-1,,,,666.6666667,1,1115.833333
B-G-1,01/01/1993,B-G-1,,,,645.1612903,0.64516129,1286.290323
B-G-1,02/01/1993,B-G-1,,,,322.5806452,0.64516129,1233.903226
B-G-1,03/01/1993,B-G-1,,,,357.1428571,1.071428571,1632.464286
B-G-1,04/01/1993,B-G-1,,,,322.5806452,0.967741935,1590.096774
B-G-1,05/01/1993,B-G-1,,,,333.3333333,0.666666667,1826.333333
B-G-1,06/01/1993,B-G-1,,,,322.5806452,0.967741935,1815.387097
B-G-1,07/01/1993,B-G-1,,,,333.3333333,0.666666667,1933.966667
B-G-1,08/01/1993,B-G-1,,,,322.5806452,0.64516129,1655.870968
B-G-1,09/01/1993,B-G-1,,,,322.5806452,1.290322581,1751.645161
B-G-1,10/01/1993,B-G-1,,,,666.6666667,1.333333333,1487.4
B-G-1,11/01/1993,B-G-1,,,,645.1612903,0.967741935,1546.903226
B-G-1,12/01/1993,B-G-1,,,,333.3333333,1,1861.866667
B-G-1,01/01/1994,B-G-1,,,,645.1612903,0.967741935,2008.870968
B-G-1,02/01/1994,B-G-1,,,,322.5806452,0.967741935,1781.451613
B-G-1,03/01/1994,B-G-1,,,,357.1428571,1.071428571,1749.25
B-G-1,04/01/1994,B-G-1,,,,322.5806452,0.322580645,1202.451613
B-G-1,05/01/1994,B-G-1,,,,666.6666667,1,2125.566667
B-G-1,06/01/1994,B-G-1,,,,322.5806452,0.967741935,1636.935484
B-G-1,07/01/1994,B-G-1,,,,333.3333333,0.333333333,2291.566667
B-G-1,08/01/1994,B-G-1,,,,322.5806452,0.64516129,1968.612903
B-G-1,09/01/1994,B-G-1,,,,645.1612903,0.967741935,2325.193548
B-G-1,10/01/1994,B-G-1,,,,666.6666667,2.333333333,2453.833333
B-G-1,11/01/1994,B-G-1,,,,645.1612903,1.290322581,1802.83871
B-G-1,12/01/1994,B-G-1,,,,666.6666667,1,2111.633333
B-G-1,01/01/1995,B-G-1,,,,322.5806452,1.612903226,2049.580645
B-G-1,02/01/1995,B-G-1,,,,322.5806452,1.935483871,1896.16129
B-G-1,03/01/1995,B-G-1,,,,357.1428571,2.5,2074.857143
B-G-1,04/01/1995,B-G-1,,,,322.5806452,1.290322581,1682.290323
B-G-1,05/01/1995,B-G-1,,,,333.3333333,1,1826.4
B-G-1,06/01/1995,B-G-1,,,,322.5806452,0.322580645,1615.16129
B-G-1,07/01/1995,B-G-1,,,,333.3333333,0.333333333,1928.133333
B-G-1,08/01/1995,B-G-1,,,,322.5806452,0.322580645,2313.032258
B-G-1,09/01/1995,B-G-1,,,,322.5806452,0.322580645,2856.032258
B-G-1,10/01/1995,B-G-1,,,,333.3333333,0.333333333,3126.166667
B-G-1,11/01/1995,B-G-1,,,,322.5806452,0.322580645,2832
B-G-1,12/01/1995,B-G-1,,,,333.3333333,0,2155.066667
B-G-1,01/01/1996,B-G-1,,,,322.5806452,0,1937.903226
B-G-1,02/01/1996,B-G-1,,,,322.5806452,0.322580645,2976.709677
B-G-1,03/01/1996,B-G-1,,,,344.8275862,0.344827586,3329.586207
B-G-1,04/01/1996,B-G-1,,,,0,0,1017.516129
B-G-1,05/01/1996,B-G-1,,,,0,0,76.8
B-G-1,06/01/1996,B-G-1,,,,0,0,159.4516129
B-G-1,07/01/1996,B-G-1,,,,0,0,304.0666667
B-G-1,10/01/1996,B-G-1,,,,0,0,765.1
B-G-1,11/01/1996,B-G-1,,,,322.5806452,0,2027.16129
B-G-1,12/01/1996,B-G-1,,,,333.3333333,0,2061.1
B-G-1,01/01/1997,B-G-1,,,,322.5806452,0.322580645,1991.741935
B-G-1,02/01/1997,B-G-1,,,,322.5806452,0.322580645,2088.225806
B-G-1,03/01/1997,B-G-1,,,,357.1428571,0.357142857,3250.928571
B-G-1,04/01/1997,B-G-1,,,,322.5806452,0,2310.258065
B-G-1,05/01/1997,B-G-1,,,,333.3333333,0.333333333,2138.2
B-G-1,06/01/1997,B-G-1,,,,322.5806452,0.322580645,2017
B-G-1,07/01/1997,B-G-1,,,,333.3333333,0.333333333,2201.666667
B-G-1,08/01/1997,B-G-1,,,,322.5806452,0.322580645,2038.354839
B-G-1,09/01/1997,B-G-1,,,,322.5806452,0.322580645,1973.83871
B-G-1,10/01/1997,B-G-1,,,,333.3333333,0.333333333,2169.233333
B-G-1,11/01/1997,B-G-1,,,,322.5806452,0.322580645,2129.322581
B-G-1,12/01/1997,B-G-1,,,,333.3333333,0,2053.933333
B-G-1,01/01/1998,B-G-1,,,,322.5806452,0,1977.677419
B-G-1,02/01/1998,B-G-1,,,,322.5806452,0.322580645,1859.16129
B-G-1,03/01/1998,B-G-1,,,,357.1428571,0.357142857,2447.178571
B-G-1,04/01/1998,B-G-1,,,,322.5806452,0,2137.258065
B-G-1,05/01/1998,B-G-1,,,,333.3333333,0.333333333,2494.8
B-G-1,06/01/1998,B-G-1,,,,322.5806452,0.322580645,1809.83871
B-G-1,07/01/1998,B-G-1,,,,333.3333333,0.333333333,1533.633333
B-G-1,08/01/1998,B-G-1,,,,322.5806452,0.322580645,2071.612903
B-G-1,09/01/1998,B-G-1,,,,322.5806452,0.322580645,2176.580645
B-G-1,10/01/1998,B-G-1,,,,0,0.333333333,1831.3
B-G-1,11/01/1998,B-G-1,,,,322.5806452,0,1665.741935
B-G-1,12/01/1998,B-G-1,,,,333.3333333,0.333333333,1746.966667
B-G-1,01/01/1999,B-G-1,,,,322.5806452,0.322580645,1676.967742
B-G-1,02/01/1999,B-G-1,,,,0,0,1149.096774
B-G-1,03/01/1999,B-G-1,,,,0,0,1481.357143
B-G-1,04/01/1999,B-G-1,,,,322.5806452,0,1389.451613
B-G-1,05/01/1999,B-G-1,,,,0,0,967
B-G-1,06/01/1999,B-G-1,,,,322.5806452,0,1596.096774
B-G-1,07/01/1999,B-G-1,,,,0,0.333333333,1839.933333
B-G-1,08/01/1999,B-G-1,,,,0,0.322580645,1987.419355
B-G-1,09/01/1999,B-G-1,,,,322.5806452,0.322580645,1889.322581
B-G-1,10/01/1999,B-G-1,,,,333.3333333,0.333333333,1922.366667
B-G-1,11/01/1999,B-G-1,,,,322.5806452,0.322580645,1820.290323
B-G-1,12/01/1999,B-G-1,,,,333.3333333,0,1851.475551
B-G-1,01/01/2000,B-G-1,,,,322.5806452,0,1714.352129
B-G-1,02/01/2000,B-G-1,,,,0,0,1534.178066
B-G-1,03/01/2000,B-G-1,,,,0,0,1864.357847
B-G-1,04/01/2000,B-G-1,,,,0,0,1673.024081
B-G-1,05/01/2000,B-G-1,,,,333.3333333,0,1921.964535
B-G-1,06/01/2000,B-G-1,,,,322.5806452,0,1671.699775
B-G-1,07/01/2000,B-G-1,,,,333.3333333,0,1758.222785
B-G-1,08/01/2000,B-G-1,,,,0,0,1596.688184
B-G-1,09/01/2000,B-G-1,,,,0,0,1433.946473
B-G-1,10/01/2000,B-G-1,,,,0,0,1641.497547
B-G-1,11/01/2000,B-G-1,,,,0,0,1659.415661
B-G-1,12/01/2000,B-G-1,,,,0,0.333333333,1757.096908
B-G-1,01/01/2001,B-G-1,,,,322.5806452,0.322580645,1712.603333
B-G-1,02/01/2001,B-G-1,,,,322.5806452,0.322580645,1620.511555
B-G-1,03/01/2001,B-G-1,,,,0,0.357142857,1971.441987
B-G-1,04/01/2001,B-G-1,,,,0,0.322580645,1678.995706
B-G-1,05/01/2001,B-G-1,,,,333.3333333,0.333333333,1970.746199
B-G-1,06/01/2001,B-G-1,,,,322.5806452,0.322580645,1825.068959
B-G-1,07/01/2001,B-G-1,,,,333.3333333,0.333333333,2226.844865
B-G-1,08/01/2001,B-G-1,,,,322.5806452,0.322580645,2220.083305
B-G-1,09/01/2001,B-G-1,,,,322.5806452,0.322580645,1936.977794
B-G-1,10/01/2001,B-G-1,,,,333.3333333,0.333333333,2064.433474
B-G-1,11/01/2001,B-G-1,,,,322.5806452,0.322580645,2011.179665
B-G-1,12/01/2001,B-G-1,,,,333.3333333,0.333333333,2305.591822
B-G-1,01/01/2002,B-G-1,,,,0,0,1298.056965
B-G-1,02/01/2002,B-G-1,,,,0,0,933.1964568
B-G-1,03/01/2002,B-G-1,,,,0,0.357142857,2196.277715
B-G-1,04/01/2002,B-G-1,,,,0,0.322580645,1689.920381
B-G-1,05/01/2002,B-G-1,,,,333.3333333,0.333333333,1587.42826
B-G-1,06/01/2002,B-G-1,,,,322.5806452,0.322580645,1921.471001
B-G-1,07/01/2002,B-G-1,,,,0,0.333333333,1830.519219
B-G-1,08/01/2002,B-G-1,,,,0,0.322580645,1759.59063
B-G-1,09/01/2002,B-G-1,,,,0,0,1186.215024
B-G-1,10/01/2002,B-G-1,,,,0,0.333333333,1863.118456
B-G-1,11/01/2002,B-G-1,,,,322.5806452,0.322580645,1807.677532
B-G-1,12/01/2002,B-G-1,,,,333.3333333,0.333333333,2124.824654
B-G-1,01/01/2003,B-G-1,,,,0,0.322580645,1713.952386
B-G-1,02/01/2003,B-G-1,,,,0,0.322580645,1556.726633
B-G-1,03/01/2003,B-G-1,,,,0,0.357142857,1980.816303
B-G-1,04/01/2003,B-G-1,,,,0,0.322580645,1577.467561
B-G-1,05/01/2003,B-G-1,,,,0,0.333333333,1855.735182
B-G-1,06/01/2003,B-G-1,,,,0,0.322580645,1998.511386
B-G-1,07/01/2003,B-G-1,,,,0,0.333333333,1874.21165
B-G-1,08/01/2003,B-G-1,,,,0,0.322580645,1948.446113
B-G-1,09/01/2003,B-G-1,,,,0,0.322580645,2216.019137
B-G-1,10/01/2003,B-G-1,,,,333.3333333,0,2176.845925
B-G-1,11/01/2003,B-G-1,,,,0,0,2121.786246
B-G-1,12/01/2003,B-G-1,,,,0,0,2444.295072
B-G-1,01/01/2004,B-G-1,,,,0,0,1939.117162
B-G-1,02/01/2004,B-G-1,,,,322.5806452,0,1923.080837
B-G-1,03/01/2004,B-G-1,,,,344.8275862,0,2280.014724
B-G-1,04/01/2004,B-G-1,,,,322.5806452,0,2024.888032
B-G-1,05/01/2004,B-G-1,,,,0,0,1700.045
B-G-1,06/01/2004,B-G-1,,,,0,0,1655.749871
B-G-1,07/01/2004,B-G-1,,,,0,0,2359.787433
B-G-1,08/01/2004,B-G-1,,,,0,0,2235.801846
B-G-1,09/01/2004,B-G-1,,,,0,0,2160.755258
B-G-1,10/01/2004,B-G-1,,,,0,0,2335.968267
B-G-1,11/01/2004,B-G-1,,,,0,0,2170.889872
B-G-1,12/01/2004,B-G-1,,,,0,0,2204.037295
B-G-1,01/01/2005,B-G-1,,,,0,0,2082.710378
B-G-1,02/01/2005,B-G-1,,,,0,0.322580645,1930.877714
B-G-1,03/01/2005,B-G-1,,,,0,0.357142857,2316.954767
B-G-1,04/01/2005,B-G-1,,,,0,0,2253.81981
B-G-1,05/01/2005,B-G-1,,,,0,0,2452.620799
B-G-1,06/01/2005,B-G-1,,,,322.5806452,0,2090.042442
B-G-1,07/01/2005,B-G-1,,,,0,0,2147.425338
B-G-1,08/01/2005,B-G-1,,,,0,0,1821.441333
B-G-1,09/01/2005,B-G-1,,,,0,0,1352.871442
B-G-1,10/01/2005,B-G-1,,,,0,0,1805.270383
B-G-1,11/01/2005,B-G-1,,,,0,0,1846.419288
B-G-1,12/01/2005,B-G-1,,,,0,0,1877.347992
B-G-1,01/01/2006,B-G-1,,,,0,0,1984.359245
B-G-1,02/01/2006,B-G-1,,,,0,0,1885.549047
B-G-1,03/01/2006,B-G-1,,,,0,0,2591.154575
B-G-1,04/01/2006,B-G-1,,,,0,0,2213.034196
B-G-1,05/01/2006,B-G-1,,,,0,0.333333333,2157.230421
B-G-1,06/01/2006,B-G-1,,,,0,0.322580645,1999.191241
B-G-1,07/01/2006,B-G-1,,,,0,0,2195.267881
B-G-1,08/01/2006,B-G-1,,,,0,0.322580645,2356.965743
B-G-1,09/01/2006,B-G-1,,,,0,0,1731.110205
B-G-1,10/01/2006,B-G-1,,,,0,0.333333333,1880.904015
B-G-1,11/01/2006,B-G-1,,,,0,0,1410.39898
B-G-1,12/01/2006,B-G-1,,,,0,0.333333333,2832.43377
B-G-1,01/01/2007,B-G-1,,,,0,0,1329.627662
B-G-1,02/01/2007,B-G-1,,,,0,0,1614.454838
B-G-1,03/01/2007,B-G-1,,,,0,0,1173.57998
B-G-1,04/01/2007,B-G-1,,,,0,0,1379.179666
B-G-1,05/01/2007,B-G-1,,,,0,0,0
B-G-1,06/01/2007,B-G-1,,,,0,0,0
B-G-1,07/01/2007,B-G-1,,,,0,0,0
B-G-1,08/01/2007,B-G-1,,,,0,0,0
B-G-1,09/01/2007,B-G-1,,,,0,0,0
B-G-1,10/01/2007,B-G-1,,,,0,0,0
B-G-1,11/01/2007,B-G-1,,,,0,0,0
B-G-1,12/01/2007,B-G-1,,,,0,0,0
B-G-1,01/01/2008,B-G-1,,,,0,0,0
B-G-1,02/01/2008,B-G-1,,,,0,0,0
B-G-1,03/01/2008,B-G-1,,,,0,0,0
B-G-1,04/01/2008,B-G-1,,,,0,0,0
B-G-1,05/01/2008,B-G-1,,,,0,0,0
B-G-1,06/01/2008,B-G-1,,,,0,0,0
B-G-1,07/01/2008,B-G-1,,,,0,0,0
B-G-1,08/01/2008,B-G-1,,,,0,0,1041.118736
B-G-1,09/01/2008,B-G-1,,,,0,0,1370.223974
B-G-1,10/01/2008,B-G-1,,,,0,0,0.052242472
B-G-1,11/01/2008,B-G-1,,,,0,0,0
B-G-1,12/01/2008,B-G-1,,,,0,0,0
B-G-1,01/01/2009,B-G-1,,,,0,0,0
B-G-1,02/01/2009,B-G-1,,,,0,0,0
B-G-1,03/01/2009,B-G-1,,,,0,0,0
B-G-1,04/01/2009,B-G-1,,,,0,0,0
B-G-1,05/01/2009,B-G-1,,,,0,0,0
B-G-1,06/01/2009,B-G-1,,,,0,0,0
B-G-1,07/01/2009,B-G-1,,,,0,0,0
B-G-1,08/01/2009,B-G-1,,,,0,0,0
B-G-1,09/01/2009,B-G-1,,,,0,0,0
B-G-1,10/01/2009,B-G-1,,,,0,0,0
B-G-1,11/01/2009,B-G-1,,,,0,0,0
B-G-1,12/01/2009,B-G-1,,,,0,0,0
B-G-1,01/01/2010,B-G-1,,,,0,0,0
B-G-1,02/01/2010,B-G-1,,,,0,0,0
B-G-1,03/01/2010,B-G-1,,,,0,0,0
B-G-1,04/01/2010,B-G-1,,,,0,0,0
B-G-1,05/01/2010,B-G-1,,,,0,0,0
B-G-1,06/01/2010,B-G-1,,,,0,0,0
B-G-1,07/01/2010,B-G-1,,,,0,0,0
B-G-1,08/01/2010,B-G-1,,,,0,0,0
B-G-1,09/01/2010,B-G-1,,,,0,0,0
B-G-1,10/01/2010,B-G-1,,,,0,0,0
B-G-1,11/01/2010,B-G-1,,,,0,0,0
B-G-1,12/01/2010,B-G-1,,,,0,0,0
B-G-1,01/01/2011,B-G-1,,,,0,0,0
B-G-1,02/01/2011,B-G-1,,,,0,0,0
B-G-1,03/01/2011,B-G-1,,,,0,0,0
B-G-1,04/01/2011,B-G-1,,,,0,0,0
B-G-1,05/01/2011,B-G-1,,,,0,0,0
B-G-1,06/01/2011,B-G-1,,,,0,0,0
B-G-1,07/01/2011,B-G-1,,,,0,0,0
B-G-1,08/01/2011,B-G-1,,,,0,0,0
B-G-1,09/01/2011,B-G-1,,,,0,0,0
B-G-1,10/01/2011,B-G-1,,,,0,0,0
B-G-1,11/01/2011,B-G-1,,,,0,0,0
B-G-1,12/01/2011,B-G-1,,,,0,0,0
B-G-1,01/01/2012,B-G-1,,,,0,0,0
B-G-1,02/01/2012,B-G-1,,,,0,0,0
B-G-1,03/01/2012,B-G-1,,,,0,0,0
B-G-1,04/01/2012,B-G-1,,,,0,0,0
B-G-1,05/01/2012,B-G-1,,,,0,0,0
B-G-1,06/01/2012,B-G-1,,,,0,0,0
B-G-1,07/01/2012,B-G-1,,,,0,0,0
B-G-1,08/01/2012,B-G-1,,,,0,0,0
B-G-1,09/01/2012,B-G-1,,,,0,0,0
B-G-1,10/01/2012,B-G-1,,,,0,0,0
B-G-1,11/01/2012,B-G-1,,,,0,0,0
B-G-1,12/01/2012,B-G-1,,,,0,0,0
B-G-1,01/01/2013,B-G-1,,,,0,0,0
B-G-1,02/01/2013,B-G-1,,,,0,0,0
B-G-1,03/01/2013,B-G-1,,,,0,0,0
B-G-1,04/01/2013,B-G-1,,,,0,0,0
B-G-1,05/01/2013,B-G-1,,,,0,0,0
B-G-1,06/01/2013,B-G-1,,,,0,0,0
B-G-1,07/01/2013,B-G-1,,,,0,0,0
B-G-1,08/01/2013,B-G-1,,,,0,0,0
B-G-1,09/01/2013,B-G-1,,,,0,0,0
B-G-1,10/01/2013,B-G-1,,,,0,0,0
B-G-1,11/01/2013,B-G-1,,,,0,0,0
B-G-1,12/01/2013,B-G-1,,,,0,0,0
B-G-1,01/01/2014,B-G-1,,,,0,0,0
B-G-1,02/01/2014,B-G-1,,,,0,0,0
B-G-1,03/01/2014,B-G-1,,,,0,0,0
B-G-1,04/01/2014,B-G-1,,,,0,0,0
B-G-1,05/01/2014,B-G-1,,,,0,0,0
B-G-1,06/01/2014,B-G-1,,,,0,0,0
B-G-1,07/01/2014,B-G-1,,,,0,0,0
B-G-1,08/01/2014,B-G-1,,,,0,0,0
B-G-1,09/01/2014,B-G-1,,,,0,0,0
B-G-1,10/01/2014,B-G-1,,,,0,0,0
B-G-1,11/01/2014,B-G-1,,,,0,0,0
B-G-1,12/01/2014,B-G-1,,,,0,0,0
B-G-1,01/01/2015,B-G-1,,,,0,0,0
B-G-1,02/01/2015,B-G-1,,,,0,0,0
B-G-1,03/01/2015,B-G-1,,,,0,0,0
B-G-1,04/01/2015,B-G-1,,,,0,0,0
B-G-1,05/01/2015,B-G-1,,,,0,0,0
B-G-1,06/01/2015,B-G-1,,,,0,0,0
B-G-1,07/01/2015,B-G-1,,,,0,0,0
B-G-1,08/01/2015,B-G-1,,,,0,0,0
B-G-1,09/01/2015,B-G-1,,,,0,0,0
B-G-1,10/01/2015,B-G-1,,,,0,0,0
B-G-1,11/01/2015,B-G-1,,,,0,0,0
B-G-1,12/01/2015,B-G-1,,,,0,0,0
B-G-1,01/01/2016,B-G-1,,,,0,0,0
B-G-1,02/01/2016,B-G-1,,,,0,0,0
B-G-1,03/01/2016,B-G-1,,,,0,0,0
B-G-1,04/01/2016,B-G-1,,,,0,0,0
B-G-1,05/01/2016,B-G-1,,,,0,0,0
B-G-1,06/01/2016,B-G-1,,,,0,0,0
B-G-1,07/01/2016,B-G-1,,,,0,0,0
B-G-1,08/01/2016,B-G-1,,,,0,0,0
B-G-1,09/01/2016,B-G-1,,,,0,0,0
B-G-1,10/01/2016,B-G-1,,,,0,0,0
B-G-1,11/01/2016,B-G-1,,,,0,0,0
B-G-1,12/01/2016,B-G-1,,,,0,0,0
B-G-1,01/01/2017,B-G-1,,,,0,0,0
B-G-1,02/01/2017,B-G-1,,,,0,0,0
B-G-1,03/01/2017,B-G-1,,,,0,0,0
B-G-1,04/01/2017,B-G-1,,,,0,0,0
B-G-1,05/01/2017,B-G-1,,,,0,0,0
B-G-1,06/01/2017,B-G-1,,,,0,0,0
B-G-1,07/01/2017,B-G-1,,,,0,0,0
B-G-1,08/01/2017,B-G-1,,,,0,0,0
B-G-1,09/01/2017,B-G-1,,,,0,0,0
B-G-1,10/01/2017,B-G-1,,,,0,0,0
B-G-1,11/01/2017,B-G-1,,,,0,0,0
B-G-1,12/01/2017,B-G-1,,,,0,0,0
B-G-1,01/01/2018,B-G-1,01/01/2018,0,0,0,0,0
B-G-1,02/01/2018,B-G-1,02/01/2018,0,0,0,0,0
B-G-1,03/01/2018,B-G-1,03/01/2018,0,0,0,0,0
B-G-1,04/01/2018,B-G-1,04/01/2018,0,0,0,0,0
B-G-1,05/01/2018,B-G-1,05/01/2018,0,0,0,0,0
B-G-1,06/01/2018,B-G-1,06/01/2018,0,0,0,0,0
B-G-1,07/01/2018,B-G-1,07/01/2018,0,0,0,0,0
B-G-1,08/01/2018,B-G-1,08/01/2018,0,0,0,0,0
B-G-1,09/01/2018,B-G-1,09/01/2018,0,0,0,0,0
B-G-1,10/01/2018,B-G-1,10/01/2018,0,0,0,0,0
B-G-1,11/01/2018,B-G-1,11/01/2018,0,0,0,0,0
B-G-1,12/01/2018,B-G-1,12/01/2018,0,0,0,0,0
B-G-1,01/01/2019,B-G-1,01/01/2019,0,0,0,0,0
B-G-1,02/01/2019,B-G-1,02/01/2019,0,0,0,0,0
B-G-1,03/01/2019,B-G-1,03/01/2019,0,0,0,0,0
B-G-1,04/01/2019,B-G-1,04/01/2019,0,0,0,0,0
B-G-1,05/01/2019,B-G-1,05/01/2019,0,0,0,0,0
B-G-1,06/01/2019,B-G-1,06/01/2019,0,0,0,0,0
B-G-1,07/01/2019,B-G-1,07/01/2019,0,0,0,0,0
B-G-1,08/01/2019,B-G-1,08/01/2019,0,0,0,0,0
B-G-1,09/01/2019,B-G-1,09/01/2019,0,0,0,0,0
B-G-1,10/01/2019,B-G-1,10/01/2019,0,0,0,0,0
B-G-1,11/01/2019,B-G-1,11/01/2019,0,0,0,0,0
B-G-1,12/01/2019,B-G-1,12/01/2019,0,0,0,0,0
B-G-1,01/01/2020,B-G-1,01/01/2020,0,0,0,0,0
B-G-1,02/01/2020,B-G-1,02/01/2020,0,0,0,0,0
B-G-1,03/01/2020,B-G-1,03/01/2020,0,0,0,0,0
B-G-1,04/01/2020,B-G-1,04/01/2020,0,0,0,0,0
B-G-1,05/01/2020,B-G-1,05/01/2020,0,0,0,0,0
B-G-1,06/01/2020,B-G-1,06/01/2020,0,0,0,0,0
B-G-1,07/01/2020,B-G-1,07/01/2020,0,0,0,0,0
B-G-1,08/01/2020,B-G-1,08/01/2020,0,0,0,0,0
